"blurred_1_path","noise_9_path","noise_adjustment_time","noise_1_path","noise_5_path","scaled_10_path","total_preprocessing_time","scaled_50_path","brightness_0.25_path","scaled_70_path","id","brightness_3.0_path","scaled_90_path","noise_3_path","blurred_13_path","blurred_17_path","blurred_9_path","bluring_operation_time","blurred_5_path","scaled_30_path","brightness_adjustment_time","brightness_1.5_path","noise_7_path","scaling_operation_time"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/noise_9.jfif","0.9050201789999619","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/scaled_10.jfif","4.414780102000009","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/scaled_70.jfif","1_rXmlzLg5","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/blurred_9.jfif","0.9714304230000153","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/scaled_30.jfif","0.5354311109999799","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/1_rXmlzLg5/noise_7.jfif","1.101824717999989"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/blurred_1.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/noise_9.jpeg","5.339157779000004","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/noise_1.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/noise_5.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/scaled_10.jpeg","8.616947793000008","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/scaled_50.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/brightness_0.25.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/scaled_70.jpeg","20_9OpKiu7f","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/brightness_3.0.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/scaled_90.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/noise_3.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/blurred_13.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/blurred_17.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/blurred_9.jpeg","1.3440130709999494","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/blurred_5.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/scaled_30.jpeg","0.7192066450000425","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/brightness_1.5.jpeg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/20_9OpKiu7f/noise_7.jpeg","1.019602959999986"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/noise_9.jfif","0.9631194229999949","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/scaled_10.jfif","4.425987069000001","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/scaled_70.jfif","23_G6nS0xhu","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/blurred_9.jfif","0.9757162289999997","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/scaled_30.jfif","0.5099567089999937","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/23_G6nS0xhu/noise_7.jfif","1.1183990909999864"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/noise_9.jfif","0.9015836670000112","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/scaled_10.jfif","4.261971827999986","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/scaled_70.jfif","28_OfO3Bt9v","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/blurred_9.jfif","0.921272455999997","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/scaled_30.jfif","0.5053950250000128","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/28_OfO3Bt9v/noise_7.jfif","0.9392163329999903"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/noise_9.jfif","0.8693607099999996","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/scaled_10.jfif","3.2706400090000005","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/scaled_70.jfif","2_nYtJvpj7","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/blurred_9.jfif","0.7987845629999999","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/scaled_30.jfif","0.4796914499999998","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/2_nYtJvpj7/noise_7.jfif","0.8213884299999998"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/blurred_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/noise_9.jpg","1.035971571000001","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/noise_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/noise_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/scaled_10.jpg","3.971908892","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/scaled_50.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/brightness_0.25.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/scaled_70.jpg","32_edcgQcFG","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/brightness_3.0.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/scaled_90.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/noise_3.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/blurred_13.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/blurred_17.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/blurred_9.jpg","0.9949426129999992","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/blurred_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/scaled_30.jpg","0.5724734910000002","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/brightness_1.5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/32_edcgQcFG/noise_7.jpg","0.9861223919999995"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/blurred_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/noise_9.jpg","1.4120162080000114","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/noise_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/noise_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/scaled_10.jpg","4.060025765999995","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/scaled_50.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/brightness_0.25.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/scaled_70.jpg","33_kRMI9gbj","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/brightness_3.0.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/scaled_90.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/noise_3.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/blurred_13.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/blurred_17.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/blurred_9.jpg","1.0090870129999985","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/blurred_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/scaled_30.jpg","0.5650573560000112","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/brightness_1.5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/33_kRMI9gbj/noise_7.jpg","0.9669374479999817"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/blurred_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/noise_9.jpg","1.206762743000013","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/noise_1.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/noise_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/scaled_10.jpg","3.7657143870000027","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/scaled_50.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/brightness_0.25.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/scaled_70.jpg","34_ag44OzG1","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/brightness_3.0.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/scaled_90.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/noise_3.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/blurred_13.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/blurred_17.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/blurred_9.jpg","0.9354388830000175","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/blurred_5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/scaled_30.jpg","0.5639054750000128","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/brightness_1.5.jpg","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/34_ag44OzG1/noise_7.jpg","0.9479820930000074"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/noise_9.jfif","0.8459854669999913","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/scaled_10.jfif","3.154118541999992","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/scaled_70.jfif","3_Ff9ccCKM","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/blurred_9.jfif","0.8201033150000399","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/scaled_30.jfif","0.4939167750000024","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/3_Ff9ccCKM/noise_7.jfif","0.8712315490000151"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/noise_9.jfif","0.9473007139999936","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/scaled_10.jfif","3.2531555609999714","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/scaled_70.jfif","4_dzd3QOuV","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/blurred_9.jfif","0.8045042000001104","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/scaled_30.jfif","0.5035855219999803","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/4_dzd3QOuV/noise_7.jfif","0.8780007200000455"
"https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/blurred_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/noise_9.jfif","1.0646282239999998","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/noise_1.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/noise_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/scaled_10.jfif","4.003661215000001","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/scaled_50.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/brightness_0.25.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/scaled_70.jfif","7_wc4r0155","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/brightness_3.0.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/scaled_90.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/noise_3.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/blurred_13.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/blurred_17.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/blurred_9.jfif","0.9615476599999999","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/blurred_5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/scaled_30.jfif","0.5517293920000004","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/brightness_1.5.jfif","https://storage.googleapis.com/<Bucket: preprocessed_license_plate_images>/7_wc4r0155/noise_7.jfif","0.9952051489999993"
